Hidden Gem Score,IMDb Votes,Rotten Tomatoes Score,Metacritic Score,IMDb Score,Genre
4,5335.0,78.0,53.0,40.0,1221.0
2,3825.0,37.0,48.0,38.0,843.0
8,2417.0,0.0,0.0,44.0,1119.0
6,1529.0,56.0,0.0,25.0,1259.0
8,5721.0,0.0,0.0,53.0,1006.0
3,589.0,0.0,49.0,44.0,799.0
8,3563.0,66.0,0.0,38.0,1119.0
7,1850.0,71.0,0.0,42.0,865.0
8,4317.0,0.0,0.0,46.0,836.0
8,1.0,0.0,0.0,53.0,625.0
7,1169.0,0.0,0.0,47.0,581.0
3,3925.0,87.0,61.0,48.0,1259.0
7,2312.0,0.0,0.0,44.0,1019.0
2,2146.0,44.0,34.0,38.0,116.0
3,2462.0,79.0,52.0,46.0,215.0
2,5277.0,34.0,52.0,36.0,252.0
8,1167.0,0.0,0.0,50.0,705.0
4,5798.0,89.0,0.0,43.0,131.0
7,1571.0,99.0,48.0,41.0,1119.0
2,2161.0,15.0,34.0,42.0,380.0
2,4751.0,22.0,30.0,31.0,912.0
8,963.0,85.0,0.0,50.0,513.0
1,2031.0,12.0,29.0,34.0,820.0
8,3620.0,0.0,0.0,43.0,504.0
8,2372.0,0.0,0.0,41.0,590.0
3,4110.0,71.0,40.0,46.0,217.0
2,3228.0,26.0,32.0,45.0,1216.0
7,2534.0,0.0,0.0,56.0,427.0
4,209.0,90.0,67.0,51.0,781.0
4,1574.0,71.0,74.0,63.0,1214.0
6,2634.0,51.0,0.0,42.0,1227.0
7,2117.0,0.0,0.0,44.0,912.0
7,5752.0,49.0,0.0,35.0,1189.0
4,2356.0,90.0,79.0,48.0,1184.0
3,981.0,82.0,63.0,49.0,791.0
3,533.0,0.0,0.0,44.0,836.0
4,5280.0,96.0,64.0,57.0,292.0
8,4894.0,0.0,0.0,41.0,836.0
2,615.0,65.0,41.0,36.0,836.0
3,1573.0,62.0,44.0,38.0,337.0
8,1445.0,0.0,0.0,53.0,645.0
9,2530.0,0.0,0.0,59.0,1.0
3,1518.0,57.0,60.0,39.0,117.0
6,2901.0,55.0,0.0,44.0,865.0
7,2915.0,79.0,0.0,41.0,1136.0
7,1693.0,0.0,0.0,47.0,529.0
8,2605.0,0.0,0.0,43.0,513.0
4,2383.0,0.0,0.0,57.0,1072.0
8,4505.0,0.0,0.0,43.0,1191.0
6,2547.0,0.0,44.0,26.0,1215.0
8,3527.0,0.0,0.0,44.0,658.0
7,2014.0,0.0,0.0,48.0,1255.0
4,4623.0,98.0,90.0,60.0,1264.0
3,2905.0,0.0,0.0,52.0,865.0
9,3337.0,0.0,0.0,70.0,1019.0
3,439.0,0.0,0.0,35.0,836.0
3,5189.0,74.0,52.0,50.0,791.0
8,906.0,92.0,59.0,40.0,1046.0
6,4370.0,0.0,0.0,49.0,446.0
4,3100.0,90.0,0.0,57.0,124.0
2,5135.0,64.0,43.0,1.0,1097.0
5,4747.0,0.0,0.0,54.0,643.0
7,2453.0,0.0,0.0,57.0,901.0
4,4253.0,96.0,67.0,54.0,699.0
4,2786.0,95.0,0.0,51.0,1214.0
9,1718.0,0.0,0.0,60.0,1119.0
8,2994.0,0.0,0.0,54.0,1119.0
1,4726.0,80.0,22.0,33.0,379.0
7,1199.0,0.0,0.0,41.0,1119.0
8,4195.0,0.0,0.0,49.0,1281.0
2,3833.0,50.0,44.0,47.0,1214.0
8,2530.0,0.0,0.0,42.0,1.0
2,3101.0,37.0,36.0,25.0,93.0
8,567.0,100.0,71.0,29.0,1019.0
7,5424.0,0.0,0.0,42.0,1119.0
1,5826.0,27.0,26.0,26.0,335.0
3,3102.0,76.0,56.0,44.0,958.0
2,860.0,15.0,0.0,37.0,901.0
3,2832.0,68.0,49.0,41.0,958.0
8,4536.0,0.0,0.0,44.0,865.0
1,255.0,5.0,24.0,32.0,112.0
3,4366.0,83.0,57.0,36.0,1184.0
7,5801.0,51.0,0.0,43.0,958.0
8,3481.0,66.0,0.0,37.0,836.0
5,3968.0,26.0,0.0,41.0,1004.0
7,2959.0,0.0,0.0,55.0,1057.0
5,4012.0,44.0,0.0,42.0,804.0
6,2811.0,71.0,54.0,46.0,1097.0
7,5112.0,0.0,0.0,41.0,284.0
7,731.0,0.0,0.0,46.0,836.0
1,4417.0,6.0,24.0,22.0,229.0
3,4522.0,70.0,50.0,45.0,115.0
7,644.0,73.0,52.0,38.0,1119.0
8,1683.0,66.0,0.0,32.0,1119.0
2,653.0,22.0,35.0,35.0,958.0
1,416.0,21.0,0.0,21.0,1002.0
8,1337.0,0.0,0.0,41.0,760.0
8,5658.0,0.0,0.0,53.0,622.0
8,2605.0,0.0,0.0,45.0,1019.0
7,3000.0,100.0,66.0,46.0,845.0
6,4226.0,0.0,0.0,51.0,836.0
2,4170.0,45.0,40.0,37.0,901.0
8,5264.0,0.0,0.0,43.0,1280.0
3,1404.0,0.0,0.0,52.0,265.0
1,4791.0,9.0,23.0,28.0,77.0
8,4546.0,0.0,0.0,47.0,1232.0
4,5177.0,0.0,0.0,63.0,1214.0
8,4347.0,0.0,62.0,46.0,1019.0
6,4076.0,0.0,0.0,45.0,839.0
8,5085.0,82.0,0.0,45.0,1040.0
3,513.0,78.0,50.0,38.0,239.0
7,762.0,0.0,0.0,47.0,836.0
4,4309.0,0.0,0.0,58.0,865.0
4,4136.0,99.0,84.0,57.0,339.0
4,694.0,0.0,0.0,54.0,999.0
8,868.0,0.0,0.0,51.0,1214.0
4,4237.0,101.0,77.0,56.0,606.0
4,1039.0,0.0,0.0,58.0,433.0
2,3326.0,0.0,37.0,36.0,958.0
8,4132.0,0.0,0.0,43.0,1239.0
1,294.0,12.0,25.0,18.0,268.0
4,5187.0,79.0,60.0,39.0,1019.0
8,4822.0,0.0,0.0,45.0,836.0
3,1838.0,90.0,63.0,44.0,891.0
2,1391.0,41.0,45.0,37.0,1261.0
8,4420.0,74.0,46.0,49.0,1116.0
5,4744.0,0.0,0.0,49.0,1072.0
4,1595.0,99.0,0.0,56.0,1197.0
4,3340.0,4.0,0.0,51.0,203.0
1,1883.0,20.0,15.0,35.0,254.0
6,1243.0,15.0,0.0,44.0,1119.0
8,5212.0,0.0,0.0,47.0,1106.0
3,2824.0,96.0,58.0,42.0,881.0
3,3676.0,82.0,58.0,43.0,825.0
4,579.0,90.0,71.0,48.0,898.0
3,2522.0,71.0,70.0,45.0,276.0
9,4857.0,0.0,0.0,56.0,1281.0
2,5079.0,57.0,45.0,38.0,203.0
4,1117.0,88.0,70.0,59.0,2.0
4,5652.0,98.0,66.0,47.0,203.0
3,4257.0,63.0,55.0,49.0,1176.0
3,572.0,0.0,0.0,38.0,836.0
2,333.0,41.0,42.0,42.0,990.0
3,3163.0,0.0,0.0,47.0,989.0
3,2710.0,73.0,50.0,46.0,804.0
9,4601.0,0.0,0.0,57.0,1019.0
8,3706.0,0.0,0.0,51.0,1119.0
4,3097.0,93.0,64.0,52.0,700.0
8,266.0,0.0,0.0,48.0,1119.0
4,5615.0,0.0,0.0,54.0,1019.0
1,3475.0,15.0,26.0,35.0,115.0
3,5772.0,0.0,65.0,47.0,900.0
3,162.0,81.0,47.0,34.0,901.0
8,5430.0,0.0,0.0,47.0,1280.0
8,2140.0,4.0,0.0,46.0,836.0
1,2232.0,17.0,28.0,10.0,26.0
8,2750.0,0.0,0.0,45.0,1214.0
3,4184.0,88.0,63.0,43.0,783.0
2,1819.0,38.0,30.0,39.0,1127.0
3,1077.0,71.0,0.0,23.0,1129.0
6,4499.0,4.0,0.0,46.0,190.0
2,2213.0,45.0,49.0,25.0,62.0
3,905.0,82.0,62.0,51.0,1189.0
4,5635.0,4.0,0.0,52.0,1214.0
8,3135.0,4.0,0.0,37.0,971.0
8,1080.0,0.0,0.0,55.0,1119.0
7,1980.0,0.0,0.0,46.0,839.0
8,3905.0,0.0,0.0,55.0,1119.0
3,75.0,0.0,0.0,51.0,836.0
4,665.0,90.0,61.0,58.0,385.0
2,1226.0,50.0,43.0,39.0,109.0
8,4059.0,0.0,0.0,48.0,1119.0
8,975.0,59.0,0.0,43.0,1119.0
3,1733.0,87.0,65.0,51.0,292.0
8,3183.0,0.0,0.0,43.0,836.0
7,2093.0,0.0,0.0,41.0,1017.0
4,2981.0,95.0,64.0,51.0,901.0
3,2491.0,76.0,58.0,51.0,391.0
3,5684.0,67.0,57.0,43.0,829.0
7,2021.0,0.0,0.0,47.0,836.0
9,2338.0,0.0,0.0,63.0,836.0
1,1536.0,9.0,28.0,39.0,256.0
8,4894.0,0.0,0.0,54.0,729.0
7,5215.0,24.0,0.0,41.0,1119.0
8,2690.0,0.0,0.0,53.0,1119.0
8,419.0,0.0,0.0,51.0,836.0
4,64.0,0.0,77.0,50.0,971.0
1,320.0,69.0,21.0,31.0,830.0
3,1278.0,63.0,49.0,39.0,324.0
8,2205.0,0.0,0.0,41.0,1119.0
8,431.0,0.0,0.0,49.0,1106.0
4,3275.0,82.0,0.0,53.0,1227.0
9,1550.0,0.0,0.0,61.0,1239.0
4,5670.0,97.0,66.0,27.0,47.0
4,5661.0,4.0,0.0,46.0,45.0
8,4911.0,0.0,0.0,53.0,1159.0
8,5576.0,0.0,0.0,42.0,729.0
8,1042.0,0.0,0.0,56.0,979.0
3,1032.0,0.0,0.0,48.0,1119.0
3,3659.0,66.0,46.0,36.0,901.0
7,5161.0,52.0,0.0,36.0,804.0
3,3634.0,0.0,0.0,50.0,44.0
3,3202.0,85.0,63.0,45.0,137.0
7,2618.0,0.0,0.0,42.0,838.0
3,4900.0,73.0,50.0,40.0,913.0
8,3142.0,56.0,0.0,45.0,412.0
3,5483.0,83.0,45.0,49.0,779.0
3,286.0,83.0,59.0,45.0,781.0
2,2600.0,20.0,29.0,38.0,1214.0
2,2512.0,46.0,32.0,40.0,292.0
8,1093.0,4.0,0.0,45.0,1119.0
4,1147.0,84.0,0.0,50.0,1001.0
2,2810.0,18.0,36.0,28.0,830.0
8,555.0,4.0,56.0,50.0,1058.0
2,2151.0,0.0,32.0,21.0,160.0
8,4388.0,0.0,0.0,43.0,1112.0
4,489.0,93.0,73.0,41.0,899.0
6,4000.0,0.0,0.0,54.0,1317.0
7,1500.0,0.0,0.0,46.0,836.0
8,2227.0,0.0,0.0,50.0,912.0
6,4394.0,4.0,0.0,45.0,276.0
7,1784.0,0.0,0.0,47.0,645.0
3,3290.0,86.0,64.0,45.0,901.0
8,5310.0,0.0,0.0,52.0,958.0
8,2119.0,0.0,0.0,43.0,1019.0
7,2528.0,0.0,0.0,42.0,1257.0
5,4558.0,78.0,0.0,52.0,1119.0
4,3166.0,92.0,71.0,53.0,829.0
8,910.0,0.0,0.0,46.0,301.0
7,1006.0,72.0,0.0,38.0,459.0
2,3537.0,34.0,29.0,28.0,401.0
7,5324.0,0.0,0.0,41.0,470.0
8,1102.0,96.0,72.0,50.0,1097.0
8,5376.0,0.0,0.0,61.0,1119.0
3,2666.0,67.0,47.0,48.0,10.0
7,2601.0,0.0,0.0,50.0,471.0
9,5407.0,0.0,0.0,55.0,1124.0
8,814.0,0.0,0.0,52.0,865.0
3,3801.0,0.0,0.0,51.0,1152.0
8,1079.0,0.0,0.0,52.0,288.0
3,5695.0,62.0,54.0,37.0,958.0
5,4811.0,88.0,0.0,48.0,129.0
8,182.0,0.0,0.0,55.0,931.0
7,3006.0,0.0,0.0,54.0,1072.0
2,5458.0,28.0,40.0,34.0,27.0
3,3604.0,0.0,0.0,51.0,962.0
4,2672.0,0.0,0.0,62.0,836.0
7,2817.0,0.0,0.0,49.0,958.0
4,276.0,0.0,0.0,54.0,718.0
4,1938.0,100.0,74.0,54.0,976.0
4,5001.0,94.0,80.0,56.0,313.0
3,5053.0,75.0,46.0,40.0,586.0
8,3980.0,0.0,0.0,52.0,900.0
3,2711.0,89.0,71.0,43.0,371.0
8,1211.0,0.0,0.0,41.0,971.0
8,919.0,0.0,0.0,57.0,1213.0
6,2951.0,53.0,49.0,40.0,280.0
5,4596.0,66.0,50.0,49.0,236.0
4,5463.0,90.0,0.0,40.0,1019.0
4,535.0,0.0,0.0,57.0,761.0
4,3423.0,0.0,0.0,62.0,1124.0
8,1492.0,0.0,0.0,60.0,604.0
8,5792.0,0.0,0.0,54.0,1276.0
2,4856.0,22.0,0.0,34.0,77.0
2,2877.0,44.0,39.0,39.0,101.0
8,4359.0,63.0,0.0,40.0,1119.0
9,4439.0,0.0,0.0,62.0,1119.0
4,5488.0,88.0,71.0,56.0,1210.0
8,4822.0,0.0,0.0,51.0,1119.0
1,5269.0,16.0,16.0,37.0,1264.0
8,1473.0,0.0,0.0,51.0,836.0
3,3067.0,0.0,0.0,42.0,158.0
6,3914.0,72.0,0.0,45.0,920.0
8,290.0,0.0,0.0,47.0,1119.0
0,0.0,84.0,0.0,0.0,1092.0
2,3606.0,21.0,37.0,41.0,1279.0
2,3639.0,16.0,33.0,31.0,913.0
5,4629.0,0.0,0.0,46.0,782.0
3,3159.0,70.0,0.0,46.0,202.0
5,4905.0,84.0,58.0,42.0,1119.0
2,1252.0,41.0,38.0,41.0,16.0
8,4555.0,0.0,0.0,46.0,729.0
6,3212.0,79.0,0.0,27.0,836.0
4,2780.0,96.0,80.0,49.0,1214.0
2,5218.0,35.0,34.0,42.0,964.0
3,157.0,0.0,0.0,43.0,48.0
3,1457.0,73.0,0.0,44.0,218.0
4,4183.0,4.0,80.0,47.0,1119.0
3,3186.0,78.0,0.0,47.0,217.0
3,5742.0,0.0,0.0,47.0,75.0
2,5049.0,33.0,32.0,39.0,1210.0
2,5327.0,38.0,39.0,41.0,856.0
1,4396.0,80.0,15.0,29.0,217.0
4,4757.0,96.0,80.0,55.0,810.0
8,4363.0,0.0,0.0,55.0,1019.0
1,3988.0,6.0,24.0,26.0,1267.0
3,5063.0,73.0,62.0,51.0,131.0
7,1608.0,0.0,0.0,49.0,1019.0
6,1611.0,38.0,43.0,30.0,1228.0
8,1309.0,0.0,0.0,52.0,1160.0
3,730.0,0.0,0.0,50.0,1072.0
8,3.0,0.0,0.0,47.0,1109.0
2,1930.0,48.0,0.0,32.0,136.0
7,4015.0,24.0,0.0,41.0,836.0
7,1533.0,60.0,0.0,33.0,582.0
2,2397.0,0.0,26.0,36.0,86.0
8,2438.0,0.0,0.0,41.0,1119.0
4,5400.0,0.0,0.0,61.0,426.0
8,738.0,0.0,0.0,46.0,836.0
4,4064.0,97.0,77.0,53.0,1058.0
6,4789.0,95.0,0.0,53.0,897.0
8,4298.0,0.0,0.0,43.0,413.0
2,55.0,56.0,47.0,32.0,865.0
3,4175.0,0.0,0.0,47.0,958.0
7,2911.0,84.0,0.0,47.0,1214.0
7,2309.0,0.0,0.0,47.0,536.0
4,4236.0,93.0,86.0,57.0,1119.0
6,3674.0,88.0,61.0,39.0,356.0
7,3707.0,0.0,0.0,56.0,709.0
3,808.0,77.0,59.0,60.0,54.0
3,5719.0,82.0,49.0,46.0,1119.0
7,790.0,0.0,0.0,45.0,1269.0
7,3506.0,59.0,0.0,38.0,937.0
3,1916.0,0.0,63.0,43.0,236.0
2,4999.0,38.0,33.0,33.0,836.0
1,978.0,15.0,30.0,30.0,154.0
4,455.0,0.0,0.0,60.0,707.0
3,1576.0,83.0,61.0,45.0,1019.0
3,1475.0,60.0,52.0,51.0,891.0
3,4681.0,0.0,0.0,52.0,851.0
2,4812.0,34.0,36.0,39.0,958.0
4,3544.0,89.0,0.0,56.0,537.0
8,5575.0,0.0,0.0,49.0,1314.0
3,4260.0,64.0,46.0,45.0,139.0
8,2438.0,0.0,0.0,43.0,411.0
3,998.0,81.0,57.0,47.0,781.0
9,5299.0,0.0,0.0,57.0,0.0
1,4908.0,11.0,0.0,26.0,950.0
2,3883.0,29.0,21.0,51.0,1223.0
7,2758.0,100.0,64.0,46.0,1055.0
8,1084.0,0.0,0.0,56.0,1297.0
3,4151.0,82.0,58.0,30.0,582.0
2,5808.0,44.0,55.0,32.0,1162.0
2,2975.0,43.0,0.0,24.0,147.0
4,5052.0,64.0,48.0,45.0,895.0
3,1371.0,89.0,67.0,42.0,831.0
4,2629.0,97.0,63.0,52.0,624.0
3,1539.0,0.0,0.0,37.0,224.0
8,5646.0,0.0,0.0,49.0,731.0
8,4298.0,0.0,0.0,51.0,546.0
2,1666.0,0.0,39.0,27.0,98.0
8,2940.0,0.0,0.0,42.0,866.0
1,5157.0,8.0,24.0,26.0,836.0
4,5763.0,0.0,0.0,57.0,1184.0
6,3917.0,0.0,0.0,48.0,448.0
7,2655.0,0.0,68.0,48.0,1019.0
4,639.0,93.0,78.0,52.0,582.0
7,2157.0,0.0,0.0,47.0,1072.0
1,3175.0,23.0,24.0,28.0,873.0
4,3149.0,100.0,74.0,44.0,151.0
3,4937.0,78.0,50.0,40.0,901.0
9,2119.0,0.0,0.0,57.0,1119.0
4,5633.0,0.0,0.0,60.0,460.0
8,1480.0,0.0,74.0,49.0,1119.0
7,1805.0,0.0,0.0,49.0,860.0
7,706.0,53.0,0.0,42.0,1227.0
8,5065.0,0.0,45.0,42.0,1019.0
8,4601.0,0.0,0.0,47.0,1119.0
4,156.0,4.0,0.0,56.0,971.0
3,3300.0,90.0,58.0,41.0,901.0
2,4174.0,45.0,44.0,37.0,34.0
7,2516.0,74.0,0.0,50.0,312.0
8,4961.0,0.0,0.0,44.0,836.0
8,1921.0,0.0,0.0,43.0,836.0
6,3835.0,84.0,45.0,45.0,476.0
2,4782.0,33.0,30.0,37.0,10.0
6,2996.0,59.0,0.0,33.0,1204.0
3,1626.0,88.0,61.0,43.0,292.0
8,4915.0,0.0,0.0,52.0,1214.0
7,2753.0,73.0,0.0,50.0,579.0
4,97.0,0.0,0.0,59.0,423.0
3,1101.0,0.0,0.0,53.0,559.0
3,4134.0,64.0,47.0,51.0,242.0
6,3543.0,79.0,53.0,37.0,865.0
7,3570.0,4.0,0.0,49.0,836.0
2,4203.0,31.0,40.0,28.0,962.0
7,4824.0,74.0,52.0,35.0,804.0
8,2475.0,0.0,0.0,43.0,590.0
3,3427.0,76.0,54.0,39.0,116.0
5,4377.0,62.0,54.0,34.0,1222.0
8,5285.0,100.0,59.0,40.0,1119.0
7,2642.0,84.0,0.0,44.0,820.0
1,828.0,69.0,38.0,29.0,1161.0
6,3185.0,0.0,0.0,42.0,865.0
2,5460.0,41.0,33.0,27.0,117.0
8,3597.0,0.0,0.0,42.0,836.0
2,2360.0,45.0,47.0,48.0,1119.0
8,4146.0,0.0,0.0,53.0,1019.0
7,1972.0,0.0,0.0,52.0,557.0
4,4965.0,93.0,71.0,61.0,971.0
7,1611.0,0.0,0.0,46.0,683.0
4,5572.0,0.0,0.0,47.0,540.0
9,4810.0,0.0,0.0,65.0,836.0
3,1520.0,70.0,47.0,39.0,217.0
3,5638.0,66.0,67.0,43.0,152.0
7,3212.0,87.0,0.0,46.0,182.0
4,3820.0,0.0,0.0,56.0,471.0
8,5567.0,83.0,0.0,41.0,836.0
3,1108.0,77.0,0.0,49.0,136.0
6,3123.0,73.0,58.0,51.0,1220.0
8,3717.0,87.0,53.0,38.0,1119.0
3,3687.0,75.0,65.0,40.0,408.0
8,1199.0,0.0,0.0,56.0,901.0
4,5154.0,87.0,0.0,57.0,218.0
7,27.0,0.0,0.0,44.0,836.0
4,2330.0,0.0,0.0,65.0,690.0
5,4898.0,0.0,0.0,61.0,1280.0
8,3492.0,0.0,0.0,47.0,932.0
6,3593.0,70.0,0.0,42.0,258.0
4,5231.0,73.0,58.0,49.0,619.0
8,1608.0,90.0,62.0,51.0,1058.0
4,3406.0,101.0,73.0,48.0,582.0
8,4786.0,0.0,0.0,45.0,484.0
3,2677.0,90.0,65.0,49.0,217.0
1,668.0,6.0,25.0,18.0,1016.0
1,4349.0,18.0,15.0,27.0,1263.0
3,5637.0,71.0,0.0,36.0,958.0
8,57.0,0.0,0.0,45.0,1280.0
8,4511.0,99.0,79.0,44.0,1119.0
7,2014.0,0.0,0.0,48.0,1255.0
2,3022.0,0.0,24.0,32.0,958.0
8,3279.0,87.0,58.0,47.0,1054.0
3,4496.0,0.0,0.0,53.0,938.0
0,5172.0,25.0,82.0,3.0,115.0
4,746.0,92.0,67.0,48.0,503.0
7,1911.0,86.0,69.0,47.0,838.0
8,421.0,0.0,0.0,48.0,1214.0
2,610.0,17.0,25.0,40.0,1119.0
8,5299.0,0.0,0.0,41.0,0.0
2,1036.0,27.0,37.0,38.0,276.0
3,3573.0,84.0,59.0,55.0,1131.0
2,636.0,23.0,0.0,38.0,901.0
7,2251.0,90.0,0.0,48.0,471.0
3,4590.0,56.0,53.0,45.0,115.0
2,1104.0,51.0,40.0,41.0,217.0
8,3027.0,66.0,0.0,43.0,1281.0
3,757.0,0.0,69.0,52.0,1119.0
1,4142.0,9.0,14.0,35.0,217.0
5,4147.0,63.0,47.0,31.0,825.0
4,3585.0,94.0,60.0,54.0,1116.0
4,5573.0,0.0,0.0,54.0,901.0
8,4128.0,0.0,0.0,45.0,1118.0
2,3893.0,34.0,20.0,45.0,319.0
7,1671.0,82.0,0.0,45.0,1048.0
8,265.0,0.0,0.0,52.0,1019.0
7,2680.0,0.0,0.0,58.0,645.0
3,5736.0,86.0,52.0,49.0,1119.0
8,56.0,0.0,0.0,51.0,1204.0
8,835.0,0.0,0.0,42.0,865.0
3,1332.0,90.0,57.0,51.0,825.0
1,4013.0,5.0,22.0,32.0,152.0
5,4972.0,0.0,0.0,46.0,839.0
3,5649.0,82.0,61.0,49.0,194.0
8,4655.0,75.0,0.0,46.0,966.0
4,3032.0,88.0,79.0,52.0,1214.0
3,1469.0,81.0,61.0,47.0,1004.0
3,669.0,59.0,0.0,39.0,182.0
5,4877.0,83.0,0.0,46.0,137.0
6,4185.0,0.0,0.0,47.0,136.0
8,4462.0,0.0,0.0,51.0,1087.0
2,252.0,39.0,31.0,40.0,217.0
4,5229.0,59.0,52.0,41.0,1170.0
4,5143.0,52.0,0.0,37.0,141.0
3,3708.0,64.0,55.0,39.0,901.0
3,1654.0,74.0,44.0,44.0,218.0
8,1.0,0.0,0.0,51.0,1106.0
8,3122.0,0.0,0.0,43.0,1214.0
4,372.0,4.0,0.0,37.0,292.0
8,4073.0,0.0,0.0,49.0,1004.0
3,5447.0,55.0,50.0,43.0,203.0
4,4656.0,93.0,76.0,44.0,1159.0
8,1079.0,0.0,0.0,42.0,1106.0
5,4931.0,78.0,0.0,43.0,1230.0
1,3647.0,6.0,18.0,30.0,163.0
8,4238.0,0.0,0.0,50.0,679.0
2,2630.0,35.0,39.0,27.0,1259.0
2,4865.0,38.0,38.0,42.0,67.0
8,1568.0,4.0,0.0,48.0,1097.0
4,4351.0,0.0,0.0,54.0,242.0
3,2377.0,76.0,60.0,32.0,54.0
8,5215.0,0.0,66.0,49.0,1118.0
8,1162.0,0.0,0.0,41.0,836.0
8,3154.0,0.0,0.0,43.0,958.0
1,3380.0,9.0,23.0,32.0,999.0
4,192.0,0.0,0.0,56.0,994.0
3,5712.0,73.0,49.0,45.0,820.0
2,128.0,59.0,36.0,39.0,255.0
8,5113.0,78.0,0.0,47.0,901.0
3,2953.0,66.0,76.0,44.0,1214.0
6,3862.0,0.0,0.0,52.0,1218.0
8,3337.0,0.0,0.0,42.0,836.0
8,519.0,0.0,0.0,52.0,1281.0
0,3390.0,2.0,3.0,6.0,267.0
7,2054.0,0.0,0.0,48.0,1106.0
2,2464.0,46.0,43.0,44.0,958.0
8,3554.0,64.0,0.0,38.0,1064.0
3,3667.0,67.0,50.0,44.0,81.0
8,1789.0,95.0,0.0,49.0,836.0
8,1872.0,0.0,0.0,45.0,1062.0
3,1709.0,83.0,64.0,54.0,865.0
3,134.0,93.0,60.0,51.0,895.0
3,1456.0,85.0,67.0,49.0,819.0
2,2089.0,13.0,33.0,38.0,251.0
8,5525.0,0.0,0.0,46.0,1225.0
8,4857.0,0.0,0.0,49.0,865.0
4,4232.0,0.0,0.0,61.0,891.0
1,4754.0,12.0,22.0,39.0,203.0
8,5430.0,0.0,0.0,52.0,544.0
8,163.0,0.0,0.0,48.0,1116.0
2,2742.0,40.0,22.0,36.0,152.0
7,1836.0,75.0,0.0,46.0,984.0
3,1824.0,72.0,56.0,46.0,7.0
4,4766.0,95.0,71.0,60.0,1060.0
7,2281.0,57.0,0.0,35.0,952.0
7,454.0,0.0,0.0,45.0,1159.0
8,2338.0,0.0,0.0,54.0,1119.0
7,2805.0,87.0,0.0,50.0,1214.0
3,4304.0,88.0,67.0,45.0,900.0
3,1082.0,92.0,62.0,48.0,348.0
3,3697.0,64.0,48.0,43.0,283.0
8,4105.0,78.0,0.0,46.0,1119.0
8,2747.0,0.0,0.0,46.0,865.0
5,5122.0,94.0,68.0,47.0,1019.0
8,5455.0,0.0,0.0,51.0,1092.0
2,5334.0,44.0,42.0,36.0,901.0
8,5328.0,0.0,0.0,50.0,810.0
7,3370.0,0.0,0.0,62.0,575.0
8,2456.0,0.0,0.0,46.0,1214.0
4,1537.0,0.0,0.0,55.0,1084.0
8,4127.0,0.0,0.0,47.0,0.0
2,2229.0,28.0,32.0,43.0,201.0
5,5185.0,0.0,0.0,60.0,1004.0
8,4669.0,98.0,72.0,48.0,1019.0
8,10.0,0.0,0.0,51.0,1119.0
4,3120.0,87.0,69.0,50.0,804.0
6,4194.0,94.0,0.0,52.0,901.0
8,1219.0,89.0,67.0,39.0,1119.0
2,132.0,53.0,40.0,32.0,203.0
8,397.0,0.0,0.0,46.0,1281.0
8,526.0,0.0,0.0,54.0,969.0
7,2378.0,79.0,0.0,49.0,1119.0
8,1808.0,0.0,0.0,54.0,1214.0
3,228.0,75.0,53.0,33.0,1259.0
8,5634.0,0.0,0.0,49.0,865.0
8,4822.0,0.0,0.0,45.0,901.0
6,1585.0,53.0,0.0,30.0,1265.0
4,4504.0,84.0,65.0,56.0,307.0
3,1382.0,0.0,64.0,46.0,1183.0
4,5464.0,83.0,65.0,51.0,1060.0
7,2085.0,74.0,0.0,43.0,999.0
4,5311.0,0.0,0.0,52.0,839.0
4,3030.0,98.0,75.0,52.0,435.0
1,1109.0,8.0,22.0,34.0,1318.0
6,3533.0,92.0,57.0,51.0,589.0
1,2499.0,5.0,29.0,19.0,107.0
6,3991.0,0.0,0.0,46.0,549.0
7,1882.0,0.0,0.0,46.0,1214.0
1,1596.0,9.0,23.0,29.0,289.0
3,5100.0,98.0,50.0,51.0,801.0
9,3287.0,0.0,0.0,59.0,1019.0
4,129.0,94.0,78.0,54.0,1205.0
2,5076.0,50.0,42.0,40.0,98.0
6,5577.0,69.0,17.0,41.0,1166.0
8,1318.0,0.0,0.0,52.0,836.0
8,5176.0,83.0,63.0,35.0,1119.0
8,4431.0,0.0,0.0,45.0,1031.0
7,2404.0,0.0,0.0,47.0,683.0
2,5340.0,46.0,33.0,41.0,1020.0
2,1176.0,35.0,31.0,41.0,1264.0
3,4785.0,83.0,64.0,47.0,1004.0
2,3892.0,48.0,0.0,35.0,1183.0
2,4985.0,35.0,44.0,31.0,958.0
4,2263.0,92.0,72.0,60.0,1214.0
3,5604.0,71.0,50.0,39.0,590.0
9,5714.0,0.0,0.0,57.0,1019.0
6,3307.0,68.0,0.0,44.0,254.0
8,930.0,0.0,0.0,50.0,1309.0
3,3764.0,90.0,66.0,38.0,1267.0
3,1704.0,0.0,0.0,49.0,1264.0
4,5372.0,98.0,61.0,51.0,1119.0
2,236.0,44.0,0.0,40.0,791.0
8,687.0,99.0,67.0,50.0,1040.0
8,1160.0,87.0,0.0,47.0,1197.0
7,3397.0,4.0,0.0,40.0,836.0
2,5574.0,53.0,46.0,41.0,197.0
2,3998.0,42.0,39.0,32.0,217.0
2,5606.0,16.0,29.0,35.0,1184.0
5,4803.0,0.0,0.0,58.0,956.0
1,4923.0,91.0,18.0,16.0,958.0
7,2014.0,0.0,0.0,48.0,1255.0
