Hidden Gem Score,IMDb Votes,Rotten Tomatoes Score,Metacritic Score,IMDb Score,Genre
4,3118.0,92.0,80.0,51.0,1197.0
1,130.0,7.0,0.0,29.0,1189.0
8,4083.0,0.0,0.0,53.0,958.0
7,1315.0,0.0,0.0,46.0,1106.0
4,3051.0,0.0,0.0,59.0,348.0
7,3174.0,4.0,74.0,58.0,1019.0
8,5746.0,0.0,0.0,57.0,645.0
7,2531.0,60.0,0.0,25.0,623.0
2,2280.0,26.0,30.0,35.0,1214.0
4,3999.0,0.0,0.0,58.0,197.0
4,592.0,95.0,84.0,61.0,1230.0
9,2438.0,0.0,0.0,67.0,1019.0
4,359.0,92.0,72.0,47.0,357.0
2,5442.0,37.0,42.0,34.0,958.0
8,1012.0,0.0,0.0,51.0,836.0
3,4119.0,81.0,58.0,49.0,865.0
5,4220.0,71.0,0.0,41.0,288.0
8,4686.0,4.0,0.0,42.0,1119.0
8,1563.0,0.0,0.0,49.0,677.0
8,5133.0,0.0,0.0,41.0,729.0
9,4298.0,4.0,0.0,42.0,958.0
8,4271.0,0.0,0.0,53.0,1171.0
2,5699.0,53.0,45.0,37.0,1267.0
6,4224.0,89.0,0.0,34.0,548.0
8,4382.0,0.0,0.0,43.0,464.0
3,3507.0,0.0,0.0,53.0,836.0
3,791.0,75.0,59.0,41.0,958.0
2,2166.0,32.0,43.0,41.0,387.0
7,1269.0,0.0,0.0,43.0,729.0
4,5498.0,0.0,0.0,61.0,1072.0
2,457.0,37.0,0.0,35.0,356.0
8,519.0,0.0,0.0,42.0,1004.0
2,1506.0,24.0,37.0,45.0,865.0
2,5318.0,40.0,34.0,38.0,434.0
3,1049.0,0.0,0.0,53.0,836.0
7,2372.0,78.0,0.0,15.0,836.0
8,3418.0,94.0,63.0,47.0,1019.0
4,5610.0,0.0,0.0,50.0,996.0
2,2374.0,0.0,0.0,28.0,134.0
7,3047.0,85.0,54.0,44.0,804.0
8,1613.0,0.0,0.0,45.0,836.0
8,1473.0,4.0,0.0,35.0,1119.0
3,4922.0,67.0,57.0,47.0,76.0
7,3327.0,96.0,0.0,52.0,906.0
7,2663.0,77.0,0.0,37.0,952.0
3,1626.0,88.0,61.0,43.0,292.0
7,1630.0,0.0,0.0,45.0,1214.0
3,5753.0,67.0,0.0,43.0,1214.0
6,4065.0,0.0,0.0,47.0,1119.0
8,702.0,0.0,0.0,51.0,1019.0
8,2417.0,0.0,0.0,49.0,761.0
3,656.0,65.0,0.0,46.0,534.0
2,5236.0,38.0,37.0,40.0,842.0
4,4876.0,97.0,62.0,51.0,319.0
5,4789.0,78.0,0.0,58.0,836.0
8,5299.0,0.0,0.0,47.0,245.0
2,5357.0,45.0,0.0,37.0,217.0
3,31.0,0.0,0.0,37.0,197.0
2,2295.0,34.0,42.0,29.0,2.0
8,3536.0,0.0,0.0,49.0,1119.0
8,1563.0,0.0,0.0,45.0,1119.0
8,26.0,0.0,0.0,45.0,901.0
9,5550.0,0.0,0.0,56.0,1019.0
8,4989.0,83.0,0.0,39.0,836.0
7,2353.0,0.0,0.0,49.0,1106.0
6,3512.0,0.0,44.0,38.0,972.0
2,5178.0,29.0,29.0,41.0,865.0
3,2625.0,75.0,64.0,35.0,288.0
2,5761.0,33.0,28.0,23.0,109.0
8,36.0,83.0,70.0,43.0,865.0
4,1538.0,93.0,75.0,52.0,865.0
8,2475.0,0.0,0.0,43.0,559.0
7,2014.0,0.0,0.0,48.0,1255.0
4,5193.0,98.0,77.0,56.0,363.0
8,2768.0,0.0,0.0,41.0,704.0
8,59.0,75.0,0.0,45.0,1214.0
3,4198.0,77.0,63.0,50.0,82.0
1,382.0,3.0,13.0,19.0,1119.0
8,4710.0,0.0,0.0,50.0,836.0
8,2018.0,0.0,0.0,43.0,836.0
8,465.0,0.0,0.0,42.0,891.0
8,3753.0,0.0,0.0,50.0,1074.0
1,1813.0,80.0,27.0,18.0,913.0
8,3588.0,94.0,0.0,40.0,1119.0
8,2530.0,0.0,0.0,54.0,1119.0
7,2795.0,0.0,0.0,50.0,994.0
7,2021.0,77.0,0.0,45.0,1119.0
8,3447.0,0.0,0.0,52.0,1280.0
8,3742.0,0.0,0.0,56.0,138.0
1,3625.0,1.0,17.0,34.0,865.0
7,937.0,0.0,0.0,45.0,500.0
3,1276.0,77.0,56.0,35.0,296.0
2,2362.0,17.0,34.0,35.0,901.0
4,3962.0,90.0,70.0,52.0,999.0
2,2002.0,26.0,0.0,44.0,1214.0
2,1341.0,51.0,42.0,48.0,804.0
1,4069.0,5.0,23.0,37.0,958.0
8,2796.0,71.0,0.0,38.0,865.0
6,2707.0,78.0,35.0,38.0,1019.0
7,2539.0,75.0,55.0,45.0,1119.0
3,480.0,76.0,58.0,60.0,1209.0
3,880.0,86.0,54.0,46.0,203.0
2,5465.0,37.0,42.0,43.0,26.0
7,3072.0,4.0,0.0,43.0,836.0
3,147.0,0.0,0.0,49.0,836.0
7,2480.0,100.0,69.0,45.0,1229.0
8,5315.0,0.0,0.0,44.0,591.0
7,1766.0,66.0,0.0,10.0,1232.0
8,4478.0,0.0,0.0,44.0,1267.0
3,1820.0,64.0,46.0,42.0,217.0
4,2310.0,101.0,78.0,53.0,1200.0
9,4255.0,4.0,0.0,56.0,1019.0
8,614.0,84.0,0.0,40.0,1200.0
2,2277.0,32.0,31.0,41.0,1261.0
5,4467.0,84.0,57.0,44.0,1184.0
8,2452.0,0.0,0.0,52.0,1019.0
8,1.0,0.0,0.0,49.0,411.0
8,5593.0,77.0,0.0,43.0,836.0
4,2278.0,98.0,79.0,52.0,1267.0
3,1619.0,86.0,55.0,42.0,901.0
3,3870.0,0.0,0.0,46.0,901.0
5,4577.0,0.0,0.0,43.0,994.0
8,4556.0,0.0,0.0,59.0,729.0
7,5186.0,63.0,0.0,40.0,958.0
4,1092.0,98.0,70.0,55.0,611.0
4,3723.0,99.0,88.0,50.0,1228.0
4,5767.0,95.0,64.0,50.0,217.0
8,1513.0,0.0,0.0,47.0,487.0
4,4525.0,98.0,64.0,55.0,932.0
8,4622.0,0.0,0.0,54.0,1124.0
3,3180.0,73.0,60.0,45.0,217.0
8,5634.0,0.0,0.0,44.0,1106.0
7,1169.0,0.0,0.0,48.0,443.0
9,2843.0,0.0,0.0,57.0,912.0
7,2758.0,0.0,0.0,51.0,1019.0
9,4683.0,0.0,0.0,63.0,1119.0
8,5065.0,0.0,0.0,47.0,1119.0
8,4658.0,0.0,0.0,42.0,1214.0
3,2496.0,87.0,70.0,45.0,91.0
7,1484.0,0.0,0.0,50.0,1117.0
7,2122.0,0.0,0.0,49.0,1072.0
6,3977.0,0.0,0.0,56.0,1124.0
8,4940.0,0.0,0.0,52.0,581.0
8,1.0,0.0,0.0,52.0,0.0
2,1028.0,0.0,37.0,29.0,1184.0
2,5496.0,24.0,37.0,33.0,958.0
2,1730.0,50.0,36.0,40.0,203.0
2,4998.0,39.0,41.0,38.0,901.0
2,210.0,39.0,0.0,44.0,1119.0
5,4166.0,79.0,55.0,42.0,190.0
7,1946.0,0.0,0.0,48.0,1004.0
7,3725.0,52.0,0.0,33.0,854.0
1,4303.0,9.0,28.0,29.0,1223.0
3,1448.0,64.0,47.0,40.0,958.0
3,344.0,84.0,52.0,46.0,908.0
8,856.0,0.0,0.0,54.0,1214.0
8,1192.0,87.0,0.0,49.0,1230.0
8,5575.0,0.0,0.0,47.0,1314.0
3,2215.0,71.0,0.0,50.0,1163.0
4,497.0,83.0,0.0,51.0,56.0
2,44.0,39.0,47.0,34.0,836.0
8,661.0,0.0,0.0,47.0,836.0
7,1150.0,0.0,0.0,49.0,1214.0
6,4767.0,99.0,0.0,58.0,836.0
6,3966.0,0.0,61.0,49.0,1119.0
5,3608.0,0.0,43.0,36.0,1119.0
8,5418.0,0.0,0.0,59.0,839.0
8,5205.0,0.0,0.0,43.0,1281.0
2,4068.0,37.0,42.0,36.0,1214.0
8,2497.0,0.0,0.0,42.0,1119.0
7,1890.0,0.0,0.0,50.0,615.0
3,5783.0,95.0,46.0,49.0,312.0
2,2567.0,18.0,0.0,46.0,1214.0
8,4178.0,0.0,0.0,44.0,1119.0
4,263.0,0.0,0.0,61.0,162.0
8,3222.0,0.0,0.0,48.0,958.0
8,5575.0,0.0,0.0,42.0,1271.0
4,185.0,92.0,73.0,50.0,1019.0
8,4353.0,0.0,0.0,41.0,624.0
2,1995.0,13.0,30.0,35.0,960.0
8,868.0,0.0,0.0,48.0,1019.0
3,1954.0,72.0,55.0,44.0,568.0
3,3799.0,84.0,63.0,57.0,252.0
8,5066.0,98.0,70.0,48.0,1019.0
1,4051.0,8.0,17.0,31.0,332.0
3,1357.0,77.0,60.0,52.0,827.0
7,1201.0,66.0,0.0,32.0,207.0
7,499.0,68.0,0.0,31.0,836.0
8,2732.0,76.0,0.0,44.0,1119.0
1,1604.0,16.0,28.0,32.0,810.0
2,2164.0,35.0,31.0,35.0,668.0
8,5640.0,0.0,0.0,50.0,1019.0
6,3631.0,94.0,59.0,42.0,1119.0
7,1414.0,0.0,62.0,48.0,1019.0
8,465.0,0.0,0.0,50.0,1019.0
8,657.0,88.0,0.0,48.0,1119.0
8,790.0,0.0,0.0,60.0,932.0
6,4270.0,0.0,0.0,54.0,655.0
6,4074.0,83.0,54.0,46.0,865.0
8,3868.0,0.0,0.0,51.0,1019.0
7,1112.0,0.0,0.0,43.0,836.0
7,2568.0,65.0,0.0,41.0,848.0
8,5805.0,0.0,0.0,50.0,901.0
7,1277.0,0.0,0.0,48.0,17.0
6,4507.0,78.0,0.0,52.0,443.0
8,1956.0,0.0,0.0,55.0,1089.0
8,1430.0,0.0,0.0,57.0,1166.0
7,5720.0,0.0,0.0,41.0,683.0
4,1187.0,0.0,0.0,60.0,508.0
8,3898.0,66.0,0.0,36.0,1119.0
2,1636.0,41.0,39.0,38.0,836.0
7,2733.0,81.0,0.0,47.0,836.0
3,64.0,0.0,0.0,39.0,865.0
2,913.0,0.0,41.0,38.0,1214.0
3,2871.0,83.0,62.0,46.0,923.0
7,313.0,0.0,0.0,42.0,507.0
4,5208.0,97.0,89.0,52.0,1223.0
8,2644.0,0.0,0.0,51.0,1214.0
2,2284.0,19.0,29.0,31.0,839.0
5,5019.0,0.0,0.0,61.0,901.0
7,2176.0,54.0,0.0,38.0,654.0
3,737.0,65.0,0.0,42.0,203.0
8,1473.0,0.0,0.0,53.0,836.0
3,1815.0,88.0,60.0,48.0,319.0
6,3325.0,68.0,0.0,39.0,369.0
6,3496.0,0.0,0.0,43.0,1267.0
1,1047.0,36.0,22.0,28.0,999.0
8,4773.0,87.0,0.0,48.0,865.0
6,4289.0,0.0,0.0,58.0,686.0
2,5204.0,27.0,24.0,46.0,1214.0
8,3717.0,0.0,0.0,45.0,199.0
3,3783.0,94.0,54.0,40.0,958.0
5,4626.0,0.0,0.0,53.0,602.0
2,2468.0,27.0,33.0,45.0,268.0
2,493.0,29.0,36.0,33.0,958.0
7,3288.0,4.0,0.0,51.0,1119.0
8,19.0,78.0,0.0,41.0,1119.0
7,756.0,0.0,0.0,41.0,729.0
8,3087.0,0.0,0.0,53.0,686.0
4,4025.0,0.0,0.0,54.0,985.0
8,4951.0,0.0,0.0,47.0,292.0
2,2256.0,46.0,43.0,30.0,364.0
2,1906.0,27.0,0.0,30.0,292.0
8,566.0,0.0,0.0,42.0,1119.0
5,3979.0,0.0,64.0,34.0,1177.0
7,2508.0,89.0,55.0,36.0,1119.0
3,2914.0,70.0,60.0,50.0,1214.0
2,1913.0,20.0,33.0,36.0,801.0
8,259.0,4.0,0.0,46.0,1019.0
3,4534.0,61.0,45.0,38.0,582.0
5,5343.0,90.0,0.0,51.0,1159.0
2,523.0,39.0,39.0,24.0,11.0
8,2142.0,0.0,0.0,46.0,1119.0
4,2416.0,0.0,64.0,65.0,1040.0
7,726.0,66.0,0.0,39.0,1214.0
2,2437.0,29.0,37.0,40.0,15.0
3,349.0,94.0,62.0,49.0,1011.0
8,5299.0,0.0,0.0,50.0,836.0
3,1038.0,74.0,64.0,47.0,67.0
3,5379.0,61.0,61.0,42.0,814.0
2,5411.0,44.0,43.0,36.0,1159.0
1,2910.0,16.0,23.0,38.0,1137.0
2,5217.0,51.0,41.0,41.0,999.0
4,39.0,0.0,0.0,57.0,1214.0
2,4912.0,41.0,44.0,39.0,292.0
4,1373.0,0.0,0.0,58.0,418.0
4,2123.0,0.0,0.0,57.0,582.0
7,1081.0,0.0,0.0,46.0,641.0
7,1535.0,0.0,0.0,43.0,1210.0
3,4639.0,77.0,46.0,48.0,865.0
3,2514.0,55.0,52.0,43.0,582.0
3,1504.0,83.0,58.0,36.0,602.0
2,882.0,38.0,45.0,31.0,867.0
1,1813.0,80.0,27.0,18.0,913.0
3,5415.0,88.0,71.0,38.0,839.0
3,2460.0,0.0,0.0,47.0,907.0
8,4323.0,0.0,0.0,43.0,896.0
2,1463.0,0.0,27.0,29.0,932.0
6,3694.0,51.0,55.0,42.0,1119.0
7,2800.0,0.0,0.0,48.0,683.0
8,5305.0,0.0,0.0,43.0,217.0
8,1148.0,78.0,0.0,48.0,958.0
6,4595.0,0.0,0.0,60.0,1116.0
3,5492.0,56.0,48.0,40.0,901.0
2,1313.0,40.0,50.0,40.0,600.0
8,4827.0,0.0,0.0,47.0,413.0
3,1145.0,65.0,47.0,39.0,217.0
6,4156.0,0.0,0.0,62.0,479.0
4,2852.0,0.0,0.0,62.0,1004.0
5,3657.0,61.0,38.0,31.0,958.0
4,4907.0,64.0,0.0,35.0,912.0
6,4635.0,4.0,65.0,42.0,53.0
4,5093.0,99.0,0.0,53.0,971.0
5,4034.0,59.0,43.0,36.0,54.0
7,2325.0,0.0,0.0,44.0,1072.0
7,2511.0,0.0,0.0,59.0,836.0
5,4898.0,0.0,0.0,61.0,1280.0
8,683.0,90.0,0.0,53.0,866.0
8,219.0,0.0,0.0,54.0,664.0
3,4275.0,76.0,58.0,51.0,137.0
4,184.0,0.0,0.0,56.0,616.0
8,3492.0,0.0,0.0,55.0,1054.0
8,2622.0,0.0,0.0,43.0,1019.0
6,4193.0,0.0,0.0,55.0,683.0
4,5132.0,0.0,36.0,42.0,328.0
2,4428.0,44.0,36.0,37.0,1197.0
2,1339.0,42.0,31.0,37.0,246.0
7,224.0,0.0,0.0,43.0,475.0
8,910.0,0.0,0.0,50.0,1019.0
8,3337.0,70.0,0.0,41.0,1018.0
8,5525.0,0.0,0.0,41.0,1.0
8,938.0,0.0,0.0,52.0,1119.0
8,1080.0,0.0,0.0,49.0,1232.0
8,2338.0,0.0,0.0,45.0,411.0
8,5284.0,83.0,0.0,38.0,245.0
1,96.0,12.0,17.0,39.0,958.0
2,5304.0,23.0,41.0,37.0,1197.0
7,1244.0,0.0,0.0,47.0,1227.0
3,385.0,70.0,0.0,28.0,964.0
8,4825.0,0.0,0.0,46.0,1116.0
2,689.0,18.0,36.0,26.0,1145.0
3,433.0,0.0,0.0,40.0,252.0
2,1390.0,20.0,30.0,38.0,923.0
3,766.0,0.0,0.0,42.0,858.0
7,245.0,0.0,0.0,41.0,836.0
2,4724.0,23.0,34.0,43.0,120.0
8,1881.0,0.0,0.0,57.0,1280.0
9,4520.0,0.0,0.0,59.0,1019.0
4,3721.0,95.0,74.0,53.0,305.0
5,4982.0,79.0,55.0,44.0,1214.0
4,5449.0,0.0,0.0,41.0,1072.0
7,3171.0,90.0,0.0,51.0,971.0
8,4916.0,0.0,0.0,44.0,865.0
8,3536.0,0.0,0.0,55.0,881.0
8,3106.0,0.0,0.0,43.0,415.0
8,3113.0,0.0,0.0,41.0,1119.0
3,4310.0,95.0,53.0,48.0,1231.0
2,2649.0,49.0,35.0,42.0,16.0
3,1308.0,83.0,0.0,49.0,814.0
8,253.0,0.0,0.0,50.0,1191.0
7,1462.0,0.0,0.0,49.0,836.0
4,2068.0,0.0,0.0,57.0,994.0
1,46.0,9.0,27.0,26.0,836.0
9,1956.0,0.0,0.0,60.0,761.0
9,1.0,0.0,0.0,66.0,1019.0
3,1521.0,41.0,0.0,55.0,307.0
9,2919.0,0.0,0.0,60.0,836.0
7,3057.0,0.0,0.0,59.0,1119.0
7,850.0,0.0,0.0,47.0,866.0
2,3112.0,49.0,45.0,39.0,958.0
4,438.0,0.0,0.0,57.0,836.0
6,4054.0,4.0,0.0,50.0,441.0
7,854.0,85.0,42.0,49.0,1116.0
3,3923.0,61.0,41.0,46.0,791.0
6,3567.0,0.0,70.0,31.0,865.0
8,2064.0,4.0,0.0,48.0,1019.0
8,946.0,0.0,0.0,60.0,1019.0
8,56.0,0.0,0.0,42.0,748.0
3,3121.0,67.0,49.0,43.0,36.0
8,328.0,0.0,0.0,54.0,1119.0
7,1881.0,81.0,0.0,42.0,1166.0
8,4014.0,0.0,0.0,43.0,1305.0
6,3104.0,0.0,0.0,44.0,994.0
8,1751.0,4.0,75.0,46.0,1072.0
8,4429.0,0.0,0.0,55.0,1281.0
8,5260.0,0.0,0.0,45.0,1116.0
4,1033.0,98.0,0.0,70.0,1004.0
8,5657.0,0.0,0.0,43.0,836.0
5,4373.0,48.0,0.0,47.0,188.0
8,1007.0,84.0,0.0,46.0,1214.0
8,1250.0,0.0,0.0,51.0,1119.0
8,22.0,77.0,0.0,47.0,901.0
2,5487.0,32.0,39.0,32.0,590.0
3,148.0,0.0,46.0,38.0,257.0
6,4062.0,0.0,58.0,49.0,1097.0
6,3894.0,0.0,0.0,43.0,531.0
7,723.0,71.0,0.0,45.0,422.0
3,1194.0,62.0,48.0,40.0,93.0
8,975.0,0.0,0.0,47.0,1137.0
4,1422.0,93.0,0.0,59.0,1124.0
3,568.0,0.0,76.0,48.0,971.0
4,3773.0,90.0,70.0,58.0,1228.0
4,2330.0,0.0,0.0,65.0,690.0
3,2957.0,78.0,44.0,29.0,2.0
8,1261.0,94.0,0.0,46.0,820.0
3,2829.0,55.0,50.0,40.0,971.0
7,1933.0,0.0,0.0,41.0,217.0
7,3763.0,0.0,0.0,61.0,1096.0
3,3336.0,57.0,49.0,51.0,117.0
3,4805.0,0.0,0.0,48.0,865.0
9,2466.0,0.0,0.0,59.0,1156.0
8,1.0,0.0,0.0,53.0,1274.0
1,4523.0,13.0,25.0,34.0,136.0
8,3980.0,0.0,0.0,43.0,881.0
1,388.0,9.0,32.0,32.0,278.0
3,2076.0,0.0,0.0,36.0,249.0
3,5248.0,60.0,54.0,39.0,236.0
8,2940.0,0.0,0.0,46.0,858.0
3,3059.0,82.0,61.0,44.0,804.0
8,2096.0,4.0,0.0,48.0,1062.0
8,4827.0,0.0,85.0,53.0,1092.0
6,3636.0,67.0,45.0,38.0,54.0
8,3652.0,0.0,0.0,47.0,1113.0
4,1116.0,89.0,71.0,45.0,1210.0
7,2431.0,0.0,0.0,53.0,932.0
5,5392.0,4.0,70.0,54.0,1019.0
6,3210.0,37.0,0.0,47.0,1119.0
8,5588.0,0.0,0.0,52.0,1058.0
3,5738.0,71.0,57.0,32.0,971.0
3,309.0,0.0,0.0,51.0,717.0
8,889.0,93.0,0.0,30.0,1119.0
9,4961.0,0.0,0.0,56.0,297.0
3,2077.0,0.0,0.0,49.0,251.0
3,5210.0,83.0,41.0,41.0,838.0
2,418.0,37.0,40.0,34.0,283.0
8,1444.0,0.0,0.0,47.0,1119.0
2,2025.0,39.0,36.0,39.0,958.0
4,662.0,95.0,63.0,51.0,1040.0
2,504.0,63.0,13.0,40.0,1264.0
3,565.0,82.0,0.0,44.0,836.0
7,3357.0,0.0,0.0,51.0,668.0
4,2509.0,0.0,0.0,58.0,1169.0
8,3579.0,0.0,0.0,41.0,1019.0
2,1508.0,21.0,22.0,38.0,182.0
8,796.0,0.0,0.0,53.0,1119.0
1,5722.0,12.0,25.0,35.0,86.0
3,878.0,88.0,0.0,40.0,901.0
3,4217.0,94.0,63.0,48.0,36.0
7,3960.0,48.0,47.0,41.0,1059.0
5,4861.0,75.0,54.0,42.0,1174.0
3,2382.0,78.0,56.0,42.0,137.0
1,634.0,1.0,0.0,34.0,1262.0
2,2128.0,41.0,33.0,32.0,1147.0
8,2897.0,72.0,0.0,45.0,1214.0
2,1862.0,55.0,43.0,42.0,263.0
8,5272.0,0.0,0.0,51.0,1270.0
4,62.0,0.0,0.0,54.0,839.0
8,1354.0,0.0,0.0,59.0,645.0
6,3055.0,75.0,57.0,27.0,1177.0
3,2696.0,63.0,42.0,41.0,1265.0
7,1670.0,57.0,0.0,41.0,1318.0
8,1750.0,0.0,0.0,42.0,1124.0
8,1550.0,0.0,0.0,51.0,969.0
4,1412.0,89.0,73.0,51.0,76.0
8,1814.0,0.0,0.0,58.0,519.0
8,3446.0,0.0,0.0,50.0,411.0
8,4239.0,0.0,0.0,41.0,789.0
3,3218.0,0.0,64.0,49.0,1018.0
4,5104.0,73.0,0.0,46.0,865.0
3,834.0,0.0,0.0,37.0,1004.0
8,2683.0,0.0,0.0,46.0,971.0
8,5727.0,81.0,49.0,47.0,1010.0
7,2288.0,61.0,0.0,40.0,217.0
8,4122.0,0.0,0.0,55.0,646.0
2,4084.0,41.0,38.0,36.0,1004.0
7,1601.0,87.0,0.0,43.0,1062.0
5,4464.0,0.0,0.0,41.0,203.0
8,4555.0,0.0,0.0,46.0,866.0
8,4795.0,0.0,0.0,45.0,667.0
4,3518.0,0.0,0.0,57.0,472.0
4,4008.0,93.0,62.0,52.0,901.0
4,4009.0,92.0,0.0,54.0,901.0
2,1712.0,65.0,47.0,29.0,319.0
8,5215.0,0.0,0.0,45.0,1214.0
6,3301.0,0.0,0.0,44.0,1119.0
2,1062.0,0.0,18.0,30.0,999.0
3,152.0,54.0,57.0,44.0,838.0
5,5180.0,94.0,66.0,38.0,814.0
6,2652.0,49.0,0.0,31.0,152.0
5,4898.0,0.0,0.0,61.0,1280.0
5,4657.0,0.0,0.0,49.0,1092.0
4,5713.0,0.0,0.0,51.0,248.0
5,3863.0,43.0,0.0,49.0,829.0
3,3731.0,88.0,59.0,46.0,667.0
5,4089.0,0.0,0.0,43.0,1259.0
4,5020.0,63.0,0.0,37.0,1154.0
3,544.0,0.0,0.0,49.0,865.0
6,2867.0,0.0,0.0,41.0,1280.0
8,3389.0,0.0,0.0,41.0,836.0
8,2358.0,0.0,0.0,43.0,629.0
6,2678.0,57.0,48.0,28.0,1227.0
4,5428.0,76.0,55.0,49.0,254.0
8,1079.0,0.0,0.0,42.0,1204.0
4,3836.0,95.0,72.0,55.0,804.0
3,4734.0,0.0,60.0,50.0,791.0
6,4028.0,0.0,0.0,48.0,54.0
3,753.0,60.0,43.0,51.0,1279.0
8,1268.0,92.0,0.0,52.0,1062.0
7,1828.0,0.0,44.0,42.0,190.0
8,5657.0,0.0,0.0,45.0,729.0
7,3150.0,0.0,0.0,57.0,791.0
3,4241.0,74.0,60.0,53.0,1000.0
2,3682.0,42.0,38.0,39.0,116.0
7,3853.0,53.0,0.0,40.0,865.0
7,1545.0,0.0,0.0,47.0,822.0
1,5445.0,9.0,34.0,28.0,1223.0
2,4155.0,41.0,43.0,38.0,182.0
3,1130.0,0.0,64.0,43.0,218.0
2,508.0,0.0,25.0,34.0,1164.0
4,3293.0,4.0,81.0,52.0,967.0
4,5319.0,0.0,0.0,66.0,999.0
3,841.0,55.0,55.0,46.0,901.0
7,2971.0,0.0,0.0,47.0,874.0
4,3722.0,99.0,86.0,56.0,791.0
3,1755.0,81.0,65.0,52.0,678.0
8,530.0,0.0,70.0,52.0,1097.0
1,541.0,6.0,13.0,31.0,182.0
8,5393.0,0.0,75.0,36.0,953.0
6,3806.0,0.0,0.0,46.0,1023.0
4,655.0,92.0,73.0,45.0,606.0
4,4026.0,95.0,77.0,46.0,1210.0
8,2796.0,0.0,0.0,47.0,1281.0
8,306.0,81.0,0.0,55.0,1119.0
7,441.0,66.0,0.0,33.0,836.0
7,2822.0,4.0,0.0,42.0,836.0
2,498.0,49.0,39.0,48.0,236.0
8,558.0,0.0,0.0,48.0,1164.0
8,859.0,0.0,0.0,55.0,172.0
7,1786.0,0.0,0.0,47.0,836.0
3,5448.0,66.0,49.0,39.0,600.0
8,5330.0,87.0,0.0,41.0,1014.0
4,5154.0,87.0,0.0,57.0,218.0
8,643.0,0.0,0.0,45.0,1119.0
6,2245.0,55.0,0.0,37.0,373.0
4,2121.0,94.0,0.0,57.0,1214.0
3,1273.0,67.0,40.0,51.0,836.0
8,4484.0,0.0,0.0,45.0,836.0
7,139.0,0.0,0.0,44.0,1019.0
4,4162.0,0.0,0.0,60.0,538.0
3,3426.0,68.0,58.0,38.0,288.0
8,4928.0,76.0,0.0,31.0,86.0
7,4801.0,61.0,0.0,42.0,836.0
3,5057.0,68.0,48.0,42.0,1267.0
8,4520.0,0.0,0.0,52.0,1290.0
2,4873.0,41.0,36.0,51.0,901.0
2,776.0,0.0,40.0,39.0,814.0
7,1657.0,0.0,0.0,43.0,1002.0
9,1245.0,0.0,0.0,60.0,1094.0
8,4719.0,0.0,0.0,54.0,1214.0
5,3943.0,94.0,45.0,25.0,218.0
3,2562.0,75.0,0.0,41.0,404.0
8,1531.0,100.0,74.0,52.0,1060.0
8,1423.0,0.0,0.0,53.0,836.0
3,4208.0,55.0,0.0,40.0,203.0
6,4060.0,92.0,61.0,51.0,910.0
4,5062.0,83.0,58.0,42.0,217.0
8,1394.0,0.0,0.0,52.0,1019.0
5,4568.0,0.0,0.0,41.0,836.0
3,2506.0,63.0,0.0,51.0,292.0
7,1230.0,0.0,0.0,46.0,1078.0
7,2527.0,0.0,0.0,41.0,958.0
7,3987.0,0.0,37.0,42.0,1119.0
8,1857.0,0.0,0.0,54.0,810.0
1,2809.0,15.0,21.0,33.0,838.0
2,561.0,28.0,35.0,47.0,958.0
1,4867.0,11.0,0.0,35.0,958.0
9,3226.0,0.0,0.0,62.0,1281.0
8,3855.0,0.0,0.0,46.0,969.0
3,4219.0,84.0,66.0,52.0,1018.0
3,2159.0,89.0,63.0,46.0,1012.0
8,4817.0,0.0,0.0,56.0,995.0
8,144.0,0.0,0.0,56.0,1019.0
4,570.0,94.0,68.0,52.0,1116.0
3,2706.0,83.0,56.0,53.0,1223.0
4,5401.0,0.0,0.0,59.0,75.0
8,566.0,0.0,0.0,43.0,1019.0
8,3921.0,0.0,0.0,41.0,1255.0
3,2929.0,70.0,55.0,51.0,1168.0
8,5816.0,0.0,0.0,57.0,1169.0
4,2116.0,88.0,74.0,47.0,903.0
7,739.0,0.0,0.0,43.0,558.0
3,502.0,93.0,64.0,45.0,901.0
4,954.0,99.0,85.0,49.0,1231.0
3,417.0,68.0,44.0,31.0,1214.0
8,3014.0,60.0,0.0,40.0,1214.0
2,74.0,30.0,34.0,33.0,1148.0
7,2573.0,0.0,0.0,50.0,865.0
3,3732.0,86.0,60.0,40.0,802.0
8,595.0,0.0,0.0,44.0,937.0
8,2082.0,0.0,0.0,42.0,629.0
2,1961.0,61.0,45.0,35.0,836.0
4,5523.0,78.0,0.0,47.0,865.0
8,749.0,0.0,0.0,49.0,1019.0
7,2613.0,4.0,0.0,43.0,1019.0
8,36.0,0.0,0.0,49.0,541.0
8,5764.0,0.0,0.0,48.0,1097.0
7,5127.0,54.0,0.0,47.0,1019.0
6,2985.0,0.0,53.0,45.0,562.0
8,4112.0,0.0,0.0,45.0,1113.0
7,2519.0,0.0,0.0,49.0,655.0
3,2612.0,62.0,46.0,41.0,999.0
3,495.0,76.0,54.0,41.0,901.0
8,852.0,87.0,0.0,24.0,836.0
1,1779.0,58.0,0.0,25.0,137.0
3,573.0,71.0,0.0,44.0,581.0
3,5494.0,82.0,52.0,41.0,108.0
3,1594.0,82.0,42.0,33.0,958.0
8,4894.0,0.0,0.0,46.0,1097.0
3,1525.0,76.0,55.0,35.0,1206.0
8,5781.0,0.0,0.0,47.0,771.0
6,3701.0,0.0,0.0,44.0,865.0
